Id,关卡Id,行为Id,行为类型,参数1,参数2,参数3,参数4,参数5,说明,对应地图
1900589,29,45,10,1,0,0,0,0,开局倒计时信息(开局行为),11
1900590,29,46,3,1,0,0,0,0,创建计数器1，清空敌人,11
1900591,29,47,7,0,0,0,0,0,副本开始计时,11
1900592,29,48,2,101,0,0,0,0,计时器101开始计时,11
1900593,29,49,11,26,0,0,0,0,任务目标：幸存,11
1900594,29,50,2,1,0,0,0,0,计时器1开始计时,11
1900595,29,51,11,27,0,0,0,0,第1波,11
1900596,29,52,2,21,0,0,0,0,计时器31开始计时,11
1900597,29,53,21,0,0,0,0,0,激活第1组出生点,11
1900598,29,54,11,61,0,0,0,0,第1波结束,11
1900599,29,55,2,2,0,0,0,0,计时器2开始计时,11
1900600,29,56,11,28,0,0,0,0,第2波,11
1900601,29,57,2,22,0,0,0,0,计时器32开始计时,11
1900602,29,58,21,0,0,0,0,0,激活第2组出生点,11
1900603,29,59,11,62,0,0,0,0,第2波结束,11
1900604,29,60,2,3,0,0,0,0,计时器3开始计时,11
1900605,29,61,11,29,0,0,0,0,第3波,11
1900606,29,62,2,23,0,0,0,0,计时器33开始计时,11
1900607,29,63,21,0,0,0,0,0,激活第3组出生点,11
1900608,29,64,11,63,0,0,0,0,第3波结束,11
1900609,29,65,2,4,0,0,0,0,计时器4开始计时,11
1900610,29,66,11,30,0,0,0,0,第4波,11
1900611,29,67,2,24,0,0,0,0,计时器34开始计时,11
1900612,29,68,21,0,0,0,0,0,激活第4组出生点,11
1900613,29,69,11,64,0,0,0,0,第4波结束,11
1900614,29,70,2,5,0,0,0,0,计时器5开始计时,11
1900615,29,71,11,138,0,0,0,0,第5波,11
1900616,29,72,2,25,0,0,0,0,计时器35开始计时,11
1900617,29,73,21,0,0,0,0,0,激活第5组出生点,11
1900618,29,74,11,65,0,0,0,0,第5波结束,11
1900619,29,75,12,0,0,0,0,0,副本停止计时,11
1900620,29,76,2,102,0,0,0,0,计时器102开始计时,11
1900621,29,77,11,15,0,0,0,0,显示计时器102计时,11
1900622,29,78,14,0,0,0,0,0,副本结束,11
1900623,29,79,23,21,0,0,0,0,奖励500币,11
1900624,29,80,23,22,0,0,0,0,奖励750币,11
1900625,29,81,0,1,0,0,0,0,激活障碍NPC自动炮出生点,11
1966081,30,1,1,100,0,0,0,0,创建计时器100，开局倒计时(开局行为),11
1966082,30,2,2,100,0,0,0,0,计时器100开始计时(开局行为),11
1966083,30,3,1,101,0,0,0,0,创建计时器101，用于开局显示目标文字(开局行为),11
1966084,30,4,1,102,0,0,0,0,创建计时器102，用于关卡结束倒计时(开局行为),11
1966085,30,5,1,1,0,0,0,0,创建计时器1，用于显示波数(开局行为),11
1966086,30,6,1,2,0,0,0,0,创建计时器2，用于显示波数(开局行为),11
1966087,30,7,1,3,0,0,0,0,创建计时器3，用于显示波数(开局行为),11
1966088,30,8,1,4,0,0,0,0,创建计时器4，用于显示波数(开局行为),11
1966089,30,9,1,5,0,0,0,0,创建计时器5，用于显示波数(开局行为),11
1966090,30,10,1,6,0,0,0,0,创建计时器6，用于显示波数(开局行为),11
1966091,30,11,1,7,0,0,0,0,创建计时器7，用于显示波数(开局行为),11
1966092,30,12,1,8,0,0,0,0,创建计时器8，用于显示波数(开局行为),11
1966093,30,13,1,9,0,0,0,0,创建计时器9，用于显示波数(开局行为),11
1966094,30,14,1,10,0,0,0,0,创建计时器10，用于显示波数(开局行为),11
1966095,30,15,1,11,0,0,0,0,创建计时器11，用于显示波数(开局行为),11
1966096,30,16,1,12,0,0,0,0,创建计时器12，用于显示波数(开局行为),11
1966097,30,17,1,13,0,0,0,0,创建计时器13，用于显示波数(开局行为),11
1966098,30,18,1,14,0,0,0,0,创建计时器14，用于显示波数(开局行为),11
1966099,30,19,1,15,0,0,0,0,创建计时器15，用于显示波数(开局行为),11
1966100,30,20,1,16,0,0,0,0,创建计时器16，用于显示波数(开局行为),11
1966101,30,21,1,17,0,0,0,0,创建计时器17，用于显示波数(开局行为),11
1966102,30,22,1,18,0,0,0,0,创建计时器18，用于显示波数(开局行为),11
1966103,30,23,1,19,0,0,0,0,创建计时器19，用于显示波数(开局行为),11
1966104,30,24,1,20,0,0,0,0,创建计时器20，用于显示波数(开局行为),11
1966105,30,25,1,21,0,0,0,0,创建计时器21，用于激活出生点(开局行为),11
1966106,30,26,1,22,0,0,0,0,创建计时器22，用于激活出生点(开局行为),11
1966107,30,27,1,23,0,0,0,0,创建计时器23，用于激活出生点(开局行为),11
1966108,30,28,1,24,0,0,0,0,创建计时器24，用于激活出生点(开局行为),11
1966109,30,29,1,25,0,0,0,0,创建计时器25，用于激活出生点(开局行为),11
1966110,30,30,1,26,0,0,0,0,创建计时器26，用于激活出生点(开局行为),11
1966111,30,31,1,27,0,0,0,0,创建计时器27，用于激活出生点(开局行为),11
1966112,30,32,1,28,0,0,0,0,创建计时器28，用于激活出生点(开局行为),11
1966113,30,33,1,29,0,0,0,0,创建计时器29，用于激活出生点(开局行为),11
1966114,30,34,1,30,0,0,0,0,创建计时器30，用于激活出生点(开局行为),11
1966115,30,35,1,31,0,0,0,0,创建计时器31，用于激活出生点(开局行为),11
1966116,30,36,1,32,0,0,0,0,创建计时器32，用于激活出生点(开局行为),11
1966117,30,37,1,33,0,0,0,0,创建计时器33，用于激活出生点(开局行为),11
1966118,30,38,1,34,0,0,0,0,创建计时器34，用于激活出生点(开局行为),11
1966119,30,39,1,35,0,0,0,0,创建计时器35，用于激活出生点(开局行为),11
1966120,30,40,1,36,0,0,0,0,创建计时器36，用于激活出生点(开局行为),11
1966121,30,41,1,37,0,0,0,0,创建计时器37，用于激活出生点(开局行为),11
1966122,30,42,1,38,0,0,0,0,创建计时器38，用于激活出生点(开局行为),11
1966123,30,43,1,39,0,0,0,0,创建计时器39，用于激活出生点(开局行为),11
1966124,30,44,1,40,0,0,0,0,创建计时器40，用于激活出生点(开局行为),11
1966125,30,45,10,1,0,0,0,0,开局倒计时信息(开局行为),11
1966126,30,46,3,1,0,0,0,0,创建计数器1，清空敌人,11
1966127,30,47,7,0,0,0,0,0,副本开始计时,11
1966128,30,48,2,101,0,0,0,0,计时器101开始计时,11
1966129,30,49,11,26,0,0,0,0,任务目标：幸存,11
1966130,30,50,2,1,0,0,0,0,计时器1开始计时,11
1966131,30,51,11,27,0,0,0,0,第1波,11
1966132,30,52,2,21,0,0,0,0,计时器31开始计时,11
1966133,30,53,21,0,0,0,0,0,激活第1组出生点,11
1966134,30,54,11,61,0,0,0,0,第1波结束,11
1966135,30,55,2,2,0,0,0,0,计时器2开始计时,11
1966136,30,56,11,28,0,0,0,0,第2波,11
1966137,30,57,2,22,0,0,0,0,计时器32开始计时,11
1966138,30,58,21,0,0,0,0,0,激活第2组出生点,11
1966139,30,59,11,62,0,0,0,0,第2波结束,11
1966140,30,60,2,3,0,0,0,0,计时器3开始计时,11
1966141,30,61,11,29,0,0,0,0,第3波,11
1966142,30,62,2,23,0,0,0,0,计时器33开始计时,11
1966143,30,63,21,0,0,0,0,0,激活第3组出生点,11
1966144,30,64,11,63,0,0,0,0,第3波结束,11
1966145,30,65,2,4,0,0,0,0,计时器4开始计时,11
1966146,30,66,11,30,0,0,0,0,第4波,11
1966147,30,67,2,24,0,0,0,0,计时器34开始计时,11
1966148,30,68,21,0,0,0,0,0,激活第4组出生点,11
1966149,30,69,11,64,0,0,0,0,第4波结束,11
1966150,30,70,2,5,0,0,0,0,计时器5开始计时,11
1966151,30,71,11,138,0,0,0,0,第5波,11
1966152,30,72,2,25,0,0,0,0,计时器35开始计时,11
1966153,30,73,21,0,0,0,0,0,激活第5组出生点,11
1966154,30,74,11,65,0,0,0,0,第5波结束,11
1966155,30,75,12,0,0,0,0,0,副本停止计时,11
1966156,30,76,2,102,0,0,0,0,计时器102开始计时,11
1966157,30,77,11,15,0,0,0,0,显示计时器102计时,11
1966158,30,78,14,0,0,0,0,0,副本结束,11
1966159,30,79,23,21,0,0,0,0,奖励500币,11
1966160,30,80,23,22,0,0,0,0,奖励750币,11
1966161,30,81,0,1,0,0,0,0,激活障碍NPC自动炮出生点,11
2031617,31,1,1,100,0,0,0,0,创建计时器100，开局倒计时(开局行为),11
2031618,31,2,2,100,0,0,0,0,计时器100开始计时(开局行为),11
2031619,31,3,1,101,0,0,0,0,创建计时器101，用于开局显示目标文字(开局行为),11
2031620,31,4,1,102,0,0,0,0,创建计时器102，用于关卡结束倒计时(开局行为),11
2031621,31,5,1,1,0,0,0,0,创建计时器1，用于显示波数(开局行为),11
2031622,31,6,1,2,0,0,0,0,创建计时器2，用于显示波数(开局行为),11
2031623,31,7,1,3,0,0,0,0,创建计时器3，用于显示波数(开局行为),11
2031624,31,8,1,4,0,0,0,0,创建计时器4，用于显示波数(开局行为),11
2031625,31,9,1,5,0,0,0,0,创建计时器5，用于显示波数(开局行为),11
2031626,31,10,1,6,0,0,0,0,创建计时器6，用于显示波数(开局行为),11
2031627,31,11,1,7,0,0,0,0,创建计时器7，用于显示波数(开局行为),11
2031628,31,12,1,8,0,0,0,0,创建计时器8，用于显示波数(开局行为),11
2031629,31,13,1,9,0,0,0,0,创建计时器9，用于显示波数(开局行为),11
2031630,31,14,1,10,0,0,0,0,创建计时器10，用于显示波数(开局行为),11
2031631,31,15,1,11,0,0,0,0,创建计时器11，用于显示波数(开局行为),11
2031632,31,16,1,12,0,0,0,0,创建计时器12，用于显示波数(开局行为),11
2031633,31,17,1,13,0,0,0,0,创建计时器13，用于显示波数(开局行为),11
2031634,31,18,1,14,0,0,0,0,创建计时器14，用于显示波数(开局行为),11
2031635,31,19,1,15,0,0,0,0,创建计时器15，用于显示波数(开局行为),11
2031636,31,20,1,16,0,0,0,0,创建计时器16，用于显示波数(开局行为),11
2031637,31,21,1,17,0,0,0,0,创建计时器17，用于显示波数(开局行为),11
2031638,31,22,1,18,0,0,0,0,创建计时器18，用于显示波数(开局行为),11
2031639,31,23,1,19,0,0,0,0,创建计时器19，用于显示波数(开局行为),11
2031640,31,24,1,20,0,0,0,0,创建计时器20，用于显示波数(开局行为),11
2031641,31,25,1,21,0,0,0,0,创建计时器21，用于激活出生点(开局行为),11
2031642,31,26,1,22,0,0,0,0,创建计时器22，用于激活出生点(开局行为),11
2031643,31,27,1,23,0,0,0,0,创建计时器23，用于激活出生点(开局行为),11
2031644,31,28,1,24,0,0,0,0,创建计时器24，用于激活出生点(开局行为),11
2031645,31,29,1,25,0,0,0,0,创建计时器25，用于激活出生点(开局行为),11
2031646,31,30,1,26,0,0,0,0,创建计时器26，用于激活出生点(开局行为),11
2031647,31,31,1,27,0,0,0,0,创建计时器27，用于激活出生点(开局行为),11
2031648,31,32,1,28,0,0,0,0,创建计时器28，用于激活出生点(开局行为),11
2031649,31,33,1,29,0,0,0,0,创建计时器29，用于激活出生点(开局行为),11
2031650,31,34,1,30,0,0,0,0,创建计时器30，用于激活出生点(开局行为),11
2031651,31,35,1,31,0,0,0,0,创建计时器31，用于激活出生点(开局行为),11
2031652,31,36,1,32,0,0,0,0,创建计时器32，用于激活出生点(开局行为),11
2031653,31,37,1,33,0,0,0,0,创建计时器33，用于激活出生点(开局行为),11
2031654,31,38,1,34,0,0,0,0,创建计时器34，用于激活出生点(开局行为),11
2031655,31,39,1,35,0,0,0,0,创建计时器35，用于激活出生点(开局行为),11
2031656,31,40,1,36,0,0,0,0,创建计时器36，用于激活出生点(开局行为),11
2031657,31,41,1,37,0,0,0,0,创建计时器37，用于激活出生点(开局行为),11
2031658,31,42,1,38,0,0,0,0,创建计时器38，用于激活出生点(开局行为),11
2031659,31,43,1,39,0,0,0,0,创建计时器39，用于激活出生点(开局行为),11
2031660,31,44,1,40,0,0,0,0,创建计时器40，用于激活出生点(开局行为),11
2031661,31,45,10,1,0,0,0,0,开局倒计时信息(开局行为),11
2031662,31,46,3,1,0,0,0,0,创建计数器1，清空敌人,11
2031663,31,47,7,0,0,0,0,0,副本开始计时,11
2031664,31,48,2,101,0,0,0,0,计时器101开始计时,11
2031665,31,49,11,26,0,0,0,0,任务目标：幸存,11
2031666,31,50,2,1,0,0,0,0,计时器1开始计时,11
2031667,31,51,11,27,0,0,0,0,第1波,11
2031668,31,52,2,21,0,0,0,0,计时器31开始计时,11
2031669,31,53,21,0,0,0,0,0,激活第1组出生点,11
2031670,31,54,11,61,0,0,0,0,第1波结束,11
2031671,31,55,2,2,0,0,0,0,计时器2开始计时,11
2031672,31,56,11,28,0,0,0,0,第2波,11
2031673,31,57,2,22,0,0,0,0,计时器32开始计时,11
2031674,31,58,21,0,0,0,0,0,激活第2组出生点,11
2031675,31,59,11,62,0,0,0,0,第2波结束,11
2031676,31,60,2,3,0,0,0,0,计时器3开始计时,11
2031677,31,61,11,29,0,0,0,0,第3波,11
2031678,31,62,2,23,0,0,0,0,计时器33开始计时,11
2031679,31,63,21,0,0,0,0,0,激活第3组出生点,11
2031680,31,64,11,63,0,0,0,0,第3波结束,11
2031681,31,65,2,4,0,0,0,0,计时器4开始计时,11
2031682,31,66,11,30,0,0,0,0,第4波,11
2031683,31,67,2,24,0,0,0,0,计时器34开始计时,11
2031684,31,68,21,0,0,0,0,0,激活第4组出生点,11
2031685,31,69,11,64,0,0,0,0,第4波结束,11
2031686,31,70,2,5,0,0,0,0,计时器5开始计时,11
2031687,31,71,11,31,0,0,0,0,第5波,11
2031688,31,72,2,25,0,0,0,0,计时器35开始计时,11
2031689,31,73,21,0,0,0,0,0,激活第5组出生点,11
2031690,31,74,11,65,0,0,0,0,第5波结束,11
2031691,31,75,2,6,0,0,0,0,计时器6开始计时,11
2031692,31,76,11,32,0,0,0,0,第6波,11
2031693,31,77,2,26,0,0,0,0,计时器36开始计时,11
2031694,31,78,21,0,0,0,0,0,激活第6组出生点,11
2031695,31,79,11,66,0,0,0,0,第6波结束,11
2031696,31,80,2,7,0,0,0,0,计时器7开始计时,11
2031697,31,81,11,33,0,0,0,0,第7波,11
2031698,31,82,2,27,0,0,0,0,计时器37开始计时,11
2031699,31,83,21,0,0,0,0,0,激活第7组出生点,11
2031700,31,84,11,67,0,0,0,0,第7波结束,11
2031701,31,85,2,8,0,0,0,0,计时器8开始计时,11
2031702,31,86,11,34,0,0,0,0,第8波,11
2031703,31,87,2,28,0,0,0,0,计时器38开始计时,11
2031704,31,88,21,0,0,0,0,0,激活第8组出生点,11
2031705,31,89,11,68,0,0,0,0,第8波结束,11
2031706,31,90,2,9,0,0,0,0,计时器9开始计时,11
2031707,31,91,11,35,0,0,0,0,第9波,11
2031708,31,92,2,29,0,0,0,0,计时器39开始计时,11
2031709,31,93,21,0,0,0,0,0,激活第9组出生点,11
2031710,31,94,11,69,0,0,0,0,第9波结束,11
2031711,31,95,2,10,0,0,0,0,计时器10开始计时,11
2031712,31,96,11,138,0,0,0,0,第10波,11
2031713,31,97,2,30,0,0,0,0,计时器40开始计时,11
2031714,31,98,21,0,0,0,0,0,激活第10组出生点,11
2031715,31,99,11,70,0,0,0,0,第10波结束,11
2031716,31,100,12,0,0,0,0,0,副本停止计时,11
2031717,31,101,2,102,0,0,0,0,计时器102开始计时,11
2031718,31,102,11,15,0,0,0,0,显示计时器102计时,11
2031719,31,103,14,0,0,0,0,0,副本结束,11
2031720,31,104,0,1,0,0,0,0,激活障碍NPC自动炮出生点,11
2031721,31,105,23,21,0,0,0,0,奖励500币,11
2031722,31,106,23,22,0,0,0,0,奖励750币,11
2031723,31,107,23,23,0,0,0,0,奖励1000币,11
2031724,31,108,23,24,0,0,0,0,奖励1250币,11
2031725,31,109,23,25,0,0,0,0,奖励1500币,11
2097153,32,1,1,100,0,0,0,0,创建计时器100，开局倒计时(开局行为),11
2097154,32,2,2,100,0,0,0,0,计时器100开始计时(开局行为),11
2097155,32,3,1,101,0,0,0,0,创建计时器101，用于开局显示目标文字(开局行为),11
2097156,32,4,1,102,0,0,0,0,创建计时器102，用于关卡结束倒计时(开局行为),11
2097157,32,5,1,1,0,0,0,0,创建计时器1，用于显示波数(开局行为),11
2097158,32,6,1,2,0,0,0,0,创建计时器2，用于显示波数(开局行为),11
2097159,32,7,1,3,0,0,0,0,创建计时器3，用于显示波数(开局行为),11
2097160,32,8,1,4,0,0,0,0,创建计时器4，用于显示波数(开局行为),11
2097161,32,9,1,5,0,0,0,0,创建计时器5，用于显示波数(开局行为),11
2097162,32,10,1,6,0,0,0,0,创建计时器6，用于显示波数(开局行为),11
2097163,32,11,1,7,0,0,0,0,创建计时器7，用于显示波数(开局行为),11
2097164,32,12,1,8,0,0,0,0,创建计时器8，用于显示波数(开局行为),11
2097165,32,13,1,9,0,0,0,0,创建计时器9，用于显示波数(开局行为),11
2097166,32,14,1,10,0,0,0,0,创建计时器10，用于显示波数(开局行为),11
2097167,32,15,1,11,0,0,0,0,创建计时器11，用于显示波数(开局行为),11
2097168,32,16,1,12,0,0,0,0,创建计时器12，用于显示波数(开局行为),11
2097169,32,17,1,13,0,0,0,0,创建计时器13，用于显示波数(开局行为),11
2097170,32,18,1,14,0,0,0,0,创建计时器14，用于显示波数(开局行为),11
2097171,32,19,1,15,0,0,0,0,创建计时器15，用于显示波数(开局行为),11
2097172,32,20,1,16,0,0,0,0,创建计时器16，用于显示波数(开局行为),11
2097173,32,21,1,17,0,0,0,0,创建计时器17，用于显示波数(开局行为),11
2097174,32,22,1,18,0,0,0,0,创建计时器18，用于显示波数(开局行为),11
2097175,32,23,1,19,0,0,0,0,创建计时器19，用于显示波数(开局行为),11
2097176,32,24,1,20,0,0,0,0,创建计时器20，用于显示波数(开局行为),11
2097177,32,25,1,21,0,0,0,0,创建计时器21，用于激活出生点(开局行为),11
2097178,32,26,1,22,0,0,0,0,创建计时器22，用于激活出生点(开局行为),11
2097179,32,27,1,23,0,0,0,0,创建计时器23，用于激活出生点(开局行为),11
2097180,32,28,1,24,0,0,0,0,创建计时器24，用于激活出生点(开局行为),11
2097181,32,29,1,25,0,0,0,0,创建计时器25，用于激活出生点(开局行为),11
2097182,32,30,1,26,0,0,0,0,创建计时器26，用于激活出生点(开局行为),11
2097183,32,31,1,27,0,0,0,0,创建计时器27，用于激活出生点(开局行为),11
2097184,32,32,1,28,0,0,0,0,创建计时器28，用于激活出生点(开局行为),11
2097185,32,33,1,29,0,0,0,0,创建计时器29，用于激活出生点(开局行为),11
2097186,32,34,1,30,0,0,0,0,创建计时器30，用于激活出生点(开局行为),11
2097187,32,35,1,31,0,0,0,0,创建计时器31，用于激活出生点(开局行为),11
2097188,32,36,1,32,0,0,0,0,创建计时器32，用于激活出生点(开局行为),11
2097189,32,37,1,33,0,0,0,0,创建计时器33，用于激活出生点(开局行为),11
2097190,32,38,1,34,0,0,0,0,创建计时器34，用于激活出生点(开局行为),11
2097191,32,39,1,35,0,0,0,0,创建计时器35，用于激活出生点(开局行为),11
2097192,32,40,1,36,0,0,0,0,创建计时器36，用于激活出生点(开局行为),11
2097193,32,41,1,37,0,0,0,0,创建计时器37，用于激活出生点(开局行为),11
2097194,32,42,1,38,0,0,0,0,创建计时器38，用于激活出生点(开局行为),11
2097195,32,43,1,39,0,0,0,0,创建计时器39，用于激活出生点(开局行为),11
2097196,32,44,1,40,0,0,0,0,创建计时器40，用于激活出生点(开局行为),11
2097197,32,45,10,1,0,0,0,0,开局倒计时信息(开局行为),11
2097198,32,46,3,1,0,0,0,0,创建计数器1，清空敌人,11
2097199,32,47,7,0,0,0,0,0,副本开始计时,11
2097200,32,48,2,101,0,0,0,0,计时器101开始计时,11
2097201,32,49,11,26,0,0,0,0,任务目标：幸存,11
2097202,32,50,2,1,0,0,0,0,计时器1开始计时,11
2097203,32,51,11,27,0,0,0,0,第1波,11
2097204,32,52,2,21,0,0,0,0,计时器31开始计时,11
2097205,32,53,21,0,0,0,0,0,激活第1组出生点,11
2097206,32,54,11,61,0,0,0,0,第1波结束,11
2097207,32,55,2,2,0,0,0,0,计时器2开始计时,11
2097208,32,56,11,28,0,0,0,0,第2波,11
2097209,32,57,2,22,0,0,0,0,计时器32开始计时,11
2097210,32,58,21,0,0,0,0,0,激活第2组出生点,11
2097211,32,59,11,62,0,0,0,0,第2波结束,11
2097212,32,60,2,3,0,0,0,0,计时器3开始计时,11
2097213,32,61,11,29,0,0,0,0,第3波,11
2097214,32,62,2,23,0,0,0,0,计时器33开始计时,11
2097215,32,63,21,0,0,0,0,0,激活第3组出生点,11
2097216,32,64,11,63,0,0,0,0,第3波结束,11
2097217,32,65,2,4,0,0,0,0,计时器4开始计时,11
2097218,32,66,11,30,0,0,0,0,第4波,11
2097219,32,67,2,24,0,0,0,0,计时器34开始计时,11
